#,"ID Detalle Factura","Número de factura","Campaña o aviso institucional","Nombre campaña o aviso institucional","Clasificación del servicio","Categoría del servicio","Subcategoría del servicio",Unidad,"Sujeto obligado contratante","Partida contratante","Sujeto obligado solicitante","Partida solicitante","Área administrativa solicitante","Descripción del servicio o producto adquirido",Cantidad,"Precio unitario con I.V.A incluido",Monto,Estatus
42,42,"895 A",Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Nombre comercial del proveedor: Revista Emeequis;
Cobertura: nacional;  
Ámbito geográfico de cobertura: Nacional;
Fecha de inicio: 02/12/2015;
Fecha de término: 07/12/2015;
Grupo(s) de edad: 24-55;
Lugar de residencia: Nacional;
Nivel  socieconómico: A/B/C+ 29%, C 56%, D 15%;
Nivel educativo: Licenciatura-Doctorado;
Sexo: Ambos;
Unidad del servicio o producto adquirido: 1 Plana",1.00,64994.80,64994.80,Activo
43,43,896,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Nombre comercial del proveedor: Revista Emeequis;
Cobertura: nacional;
Ámbito geográfico de cobertura: Nacional;
Fecha de inicio: 10/12/2015;
Fecha de término: 21/12/2015;
Grupo(s) de edad: 24-55;
Lugar de residencia: Nacional;
Nivel  socieconómico: A/B/C+ 29%, C 56%, D 15%;
Nivel educativo: Licenciatura-Doctorado ;
Sexo: Ambos;
Unidad del servicio o producto adquirido: 1 Plana",1.00,59716.80,59716.80,Activo
44,44,938,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.",Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Nombre comercial del proveedor: Publimetro;
Cobertura: nacional;  
Ámbito geográfico de cobertura: Nacional;
Fecha de inicio: 11/12/2015;
Fecha de término: 28/12/2015;
Grupo(s) de edad: 18-44;
Lugar de residencia: Nacional;
Nivel  socieconómico: A/B/C+ 73%, C 27%;
Nivel educativo: Preparatoria-Posgrado;
Sexo: Ambos;
Unidad del servicio o producto adquirido: 1 Plana",3.00,89384.53,268153.59,Activo
45,45,963,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación",Cine,Cine,"Cine minutos","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Nombre comercial del proveedor: http://www.sdpnoticias.com;
Cobertura: nacional;
Ámbito geográfico de cobertura: Nacional;
Fecha de inicio: 02/10/2015;
Fecha de término: 06/10/2015;
Grupo(s) de edad: 0;
Lugar de residencia: Nacional;
Nivel  socieconómico: 0;
Nivel educativo: 0;
Sexo: Ambos;",1.00,1160000.00,1160000.00,Activo
46,46,989,"Avisos Institucionales","Semana Nacional de Transparencia 2015","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Banner en Portada
Cobertura y Ámbito geográfico: Nacional
Lugar de residencia: Nacional
Sexo: Ambos",1.00,29000.00,29000.00,Activo
47,47,1034,"Avisos Institucionales","3er. Seminario Internacional sobre Gestión Documental y Transparencia","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Banner en Portada y versión  movil
Cobertura y Ámbito geográfico: NacionalLugar de Residencia: NacionalSexo: Ambos",1.00,29000.00,29000.00,Activo
48,48,1036,"Avisos Institucionales","Semana Nacional de Transparencia 2015","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Cobertura y Ámbito geográfico: Nacional
Grupo de edad: 19-65
Lugar de residencia: Nacional
Nivel socieconómico: A/B/C+ 86%, C 11%, D+ 3%
Nivel educativo: Carrera Técnica-Doctorado
Sexo: Ambos",1.00,36540.00,36540.00,Activo
49,49,1070,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","banner en todo el sitio 
Cobertura y Ámbito geográfico: NacionalLugar de Residencia: NacionalSexo: Ambos",1.00,348000.00,348000.00,Activo
50,50,1078,"Avisos Institucionales","Inauguración del Centro de Atención a la Sociedad y el Servicio TELINAI","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Cobertura y Ámbito geográfico: Nacional
Grupo de edad: 18-44
Lugar de Residencia: Nacional
Nivel educativo: Licenciatura - Posgrado
Sexo: Ambos",1.00,46400.00,46400.00,Activo
51,51,1138,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios complementarios","Otros medios complementarios","Unidades de servicio","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Pantallas en aerolíneas
Cobertura y Ámbito geográfico: NacionalLugar de Residencia: NacionalSexo: Ambos",1.00,315520.00,315520.00,Activo
52,52,1264,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación",Internet,"Medios Digitales",Banner,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","banner cuadrado superior
Cobertura y Ámbito geográfico: NacionalLugar de Residencia: NacionalSexo: Ambos",1.00,64687.40,64687.40,Activo
53,53,1293,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Cobertura: Estatal
Ámbito geográfico de cobertura: Colima
Grupo de edad: 18-61
Lugar de residencia: Colima
Nivel educativo: Primaria - Posgrado
Sexo: Ambos",2.00,19784.59,39569.18,Activo
54,54,1593,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Crónica de Campeche
Cobertura: Estatal
Ámbito geográfico de cobertura: Campeche
Fecha de inicio: 02/12/2015
Fecha de término: 23/12/2015
Grupo de edad: 17-65
Lugar de residencia: Campeche
Nivel socioeconómico: A/B 46%, C+ 44%, C 10%
Nivel educativo: Secundaria-Profesional
Sexo: Ambos",2.00,22395.61,44791.22,Activo
55,55,1598,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Criterio la Verdad Impresa
Cobertura: Estatal
Ámbito geográfico de cobertura: Hidalgo
Fecha de inicio: 02/12/2015
Fecha de término: 28/12/2015
Grupo de edad: 18-54
Lugar de residencia: Hidalgo
Nivel educativo: Nivel Medio Superior - Posgrado
Sexo: Ambos",2.00,8538.56,17077.12,Activo
56,56,1977,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados",Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","El Sol de Toluca
Cobertura y Ámbito geográfico: Nacional
Fecha de inicio: 11/12/2015
Fecha de término: 27/12/2015
Grupo de edad: 17-65
Lugar de Residencia: Nacional
Nivel socioeconómico: A/B 39%, C+ 48%, C 13% 
Nivel educativo: Primaria-Profesional 
Sexo: Ambos",3.00,61763.34,185290.02,Activo
57,57,1987,"Avisos Institucionales","Alcances y Retos de la Ley General de Transparencia y Acceso a la Información Pública","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.",Cintillo,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","La Crónica
Cobertura y Ámbito geográfico: Nacional
Fecha de inicio: 19/05/2015
Fecha de término: 22/05/2015
Grupo de edad: 24-45
Lugar de Residencia: Nacional
Nivel socioeconómico: A/B/C 42%, D 31%, C 27%
Nivel educativo: Secundaria - Posgrado
Sexo: Ambos",1.00,29232.00,29232.00,Activo
58,58,2045,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos",Revistas,Plana,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Revista Vértigo
Cobertura y Ámbito geográfico: Nacional
Fecha de inicio: 10/12/2015
Fecha de término: 27/12/2015
Grupo de edad: 13-65
Lugar de Residencia: Nacional
Nivel socioeconómico: A/B/C+ 28%, C 31%, D+ 14%, D/E 26% 
Nivel educativo: Secundaria - Posgrado
Sexo: Ambos",1.00,68715.96,68715.96,Activo
59,59,2374,"Avisos Institucionales","Sistema Nacional de Transparencia, Acceso a la Información Publica y Protección de Datos Personales","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en el D.F.","1/2 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",33605,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","La Crónica
Cobertura y Ámbito geográfico: Nacional
Fecha de inicio: 20/06/2015
Fecha de término: 22/06/2015
Grupo de edad: 24-45
Lugar de Residencia: Nacional
Nivel socioeconómico: A/B/C 42%, D 31%, C 27%
Nivel educativo: Secundaria - Posgrado
Sexo: Ambos",1.00,61267.72,61267.72,Activo
60,60,2424,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","El Popular
Cobertura: Estatal
Ámbito geográfico: Puebla
Fecha de inicio: 02/12/2015
Fecha de término: 24/12/2015
Grupo de edad: 17-65
Lugar de Residencia: Puebla
Nivel socioeconómico: A/B 39%, C+ 53%, C 8%
Nivel educativo: Secundaria - Profesional
Sexo: Ambos",2.00,17153.50,34307.00,Activo
61,61,2506,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Media Hora
Cobertura: Estatal
Ámbito geográfico de cobertura: Tabasco
Fecha de inicio: 02/12/2015
Fecha de término: 24/12/2015
Lugar de residencia: Tabasco
Sexo: Ambos",2.00,12270.03,24540.06,Activo
62,62,2550,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","Matutino Gráfico
Cobertura: Estatal
Ámbito geográfico de cobertura: Nayarit
Lugar de residencia: Nayarit
Fecha de inicio: 02/12/2015
Fecha de término: 24/12/2015
Nivel socioeconómico: Alta Baja 12,5%, Media Alta 30.3%, Media Media 27%, Media Baja 23,7%
Nivel educativo: Secundaria - Posgrado
Sexo: Ambos",2.00,13747.01,27494.02,Activo
63,63,2622,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","El Mexicano Gran Diario Regional
Cobertura: Estatal
Ámbito geográfico de cobertura; Baja California
Fecha de inicio: 02/12/2015
Fecha de término: 18/12/2015
Grupo de edad: 19-65
Lugar de residencia: Baja California
Nivel socioeconómico: A/B/C+ 45%, C 33%, D+ 19%, D/E 3%
Nivel educativo: Primaria - Doctorado
Sexo: Ambos",2.00,35554.05,71108.10,Activo
64,64,2623,Campañas,"Institucional 2015","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","1/4 plana","Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",36101,"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",,"Dirección General de Comunicación Social y Difusión","La Segunda
Cobertura: Estatal
Ámbito geográfico de cobertura: Baja California
Fecha de inicio: 02/12/2015
Fecha de término: 21/12/2015
Grupo de edad: 13-65
Lugar de residencia: Baja California
Nivel socioeconómico: A/B/C+ 10%, C 12%, D 67%, D/E 11%
Nivel educativo: Primaria - Licenciatura
Sexo: Ambos",2.00,17024.71,34049.42,Activo
