"Sujeto Obligado",Ejercicio,"Fecha de Inicio Del periodo Que Se Informa","Fecha de Término Del periodo Que Se Informa","Funcion Del Sujeto Obligado (catálogo)","Área Administrativa Encargada de Solicitar El Servicio o Producto, en su caso","Clasificación Del(los) Servicios (catálogos)","Tipo de Servicio","Tipo de Medio (catálogo)","Descripción de Unidad","Tipo (catálogo)","Nombre de La Campaña O Aviso Institucional, en su Caso","Año de La Campaña","Tema de La Campaña O Aviso Institucional","Objetivo Institucional","Objetivo de Comunicación","Costo por unidad","Clave Única de Identificación de Campaña","Autoridad Que Proporcionó La Clave","Cobertura (catálogo)","Ámbito Geográfico de Cobertura","Fecha de Inicio de La Campaña O Aviso Institucional","Fecha de término de La Campaña O Aviso Institucional","Sexo (catálogo)","Lugar de Residencia","Nivel Educativo","Grupo de Edad","Nivel Socioeconómico","Respecto a Los Proveedores y su Contratación","Respecto a Los Recursos y El Presupuesto","Respecto Al Contrato y Los Montos","Área(s) Responsable(s) Que Genera(n), Posee(n), Publica(n) Y Actualizan La Información","Fecha de validación","Fecha de actualización",Nota
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Otros servicios asociados a la comunicación ","Producción de contenidos",Producción,"Nombre comercial del proveedor: Auch TV;
Cobertura: NA;  
Ámbito geográfico de cobertura: NA;
Fecha de inicio: ;
Fecha de término: ;
Grupo(s) de edad: 0;
Lugar de residencia: 0;
Nivel  socieconómico: 0;
Nivel educativo: 0;
Sexo: 0;
Unidad del servicio o producto adquirido: Cápsulas;",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",371200.00,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-1-1-13-16,2016-1-1-13-16,2016-1-1-13-16,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación",Cine,Cine,"Nombre comercial del proveedor: Cinemex;
Cobertura: nacional;
Ámbito geográfico de cobertura: Nacional;
Fecha de inicio: ;
Fecha de término: ;
Grupo(s) de edad: 0;
Lugar de residencia: Nacional;
Nivel  socieconómico: 0;
Nivel educativo: 0;
Sexo: Ambos ;",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",1160000.00,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-11-1-7-17,2016-11-1-7-17,2016-11-1-7-17,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,"Se acredita con orden de servicio 28/15 "
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación",Cine,Cine,"Nombre comercial del proveedor: http://www.sdpnoticias.com;
Cobertura: nacional;
Ámbito geográfico de cobertura: Nacional;
Fecha de inicio: 02/10/2015;
Fecha de término: 06/10/2015;
Grupo(s) de edad: 0;
Lugar de residencia: Nacional;
Nivel  socieconómico: 0;
Nivel educativo: 0;
Sexo: Ambos;",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",1160000.00,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-45-1-8-18,2016-45-1-8-18,2016-45-1-8-18,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,"Se acredita con orden de servicio 29/15 "
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Octubre-16,31-Diciembre-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación",Cine,Cine," 
Difusión en 331 salas de los complejos de Cinépolis.
 ",Campañas,"CAMPAÑA INSTITUCIONAL 2016",2016,"Acceso a la información, transparencia y rendición de cuentas","Impulsar el desempeño organizacional y promover un modelo institucional de servicio público orientado a resultados con un enfoque de derechos humanos y perspectiva de género",,1159637.50,ACT-PUB/19/08/2015.04,"PLENO DEL INAI",Nacional,Nacional,2016-11-28,2016-12-31,,,,,,2016-242-1-18-18,2016-242-1-18-18,2016-242-1-18-18,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04," 
 
 "
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Otros servicios asociados a la comunicación ","Producción de contenidos",Producción,"CNK; Cobertura: NA;  Ámbito geográfico de cobertura: NA; Fecha de inicio: ; Fecha de término: ; Grupo(s) de edad: 0; Lugar de residencia: 0; Nivel  socieconómico: 0; Nivel educativo: 0; Sexo: 0;",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",34800.00,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-166-156-1-19,2016-166-156-1-19,2016-166-156-1-19,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","Criterio la Verdad Impresa
Cobertura: Estatal
Ámbito geográfico de cobertura: Hidalgo
Fecha de inicio: 02/12/2015
Fecha de término: 28/12/2015
Grupo de edad: 18-54
Lugar de residencia: Hidalgo
Nivel educativo: Nivel Medio Superior - Posgrado
Sexo: Ambos",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",17077.12,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-55-69-1-20,2016-55-69-1-20,2016-55-69-1-20,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","Crónica de Campeche
Cobertura: Estatal
Ámbito geográfico de cobertura: Campeche
Fecha de inicio: 02/12/2015
Fecha de término: 23/12/2015
Grupo de edad: 17-65
Lugar de residencia: Campeche
Nivel socioeconómico: A/B 46%, C+ 44%, C 10%
Nivel educativo: Secundaria-Profesional
Sexo: Ambos",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",44791.22,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-54-61-1-21,2016-54-61-1-21,2016-54-61-1-21,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","Milenio Novedades; Cobertura: estatal;  Ámbito geográfico de cobertura: Yucatán ; Fecha de inicio: 02/12/2015; Fecha de término: 31/12/2015; Grupo(s) de edad: 19-64; Lugar de residencia: Yucatán ; Nivel  socieconómico: A/B 57%, C+ 25%, C 14%, D7E 4%; Nivel educativo: Preparatoria-Doctorado ; Sexo: Ambos ;",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",35873.14,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-112-94-1-22,2016-112-94-1-22,2016-112-94-1-22,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,"El proovedor bonifica difusión mediante banner estandar por el periodo del 19 al 31 de diciembre de 2015 en el sitio web www.sipse.com"
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2015,01-Octubre-15,31-Diciembre-15,"Contratante y solicitante","Dirección General de Comunicación Social y Difusión","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados","De Peso; Cobertura: estatal;  Ámbito geográfico de cobertura: Yucatán ; Fecha de inicio: 02/12/2015; Fecha de término: 17/12/2015; Grupo(s) de edad: 18-55; Lugar de residencia: Yucatán ; Nivel  socieconómico: B 11%, C 73%, D 16% ; Nivel educativo: 0; Sexo: Ambos ;",Campañas,"Institucional 2015",2015,"Acceso a la información, transparencia y rendición de cuentas","Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Reforzar el conocimiento del nombre del Instituto y sus nuevas atribuciones, promover la cultura de la Transparencia y el Acceso a la Información Pública, promover la cultura de la Protección de Datos Personales en posesión de particulares",25877.42,,,Nacional,México,2015-11-20,2015-12-31,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Estado de México * Guanajuato * Guerrero * Hidalgo * Jalisco * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas","Doctorado * Maestria * Superior * Media Superior * Secundaria * Primaria","13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja * E Marginada",2016-132-93-1-22,2016-132-93-1-22,2016-132-93-1-22,"Dirección General de Comunicación Social y Difusión",2016-12-05,2016-12-05,
"Instituto Nacional de Transparencia, Acceso a la Información y Protección de Datos Personales",2016,01-Octubre-16,31-Diciembre-16,"Contratante y solicitante","DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN","Servicios de difusión en medios de comunicación","Medios impresos","Diarios Editados en los Estados"," 
Servicio de difusión mediante la orden de inserción de la Campaña Institucional 2016
 ","Avisos Institucionales",Edictos,2015,Otro,"Promover el pleno ejercicio de los derechos de acceso a la información pública y de protección de datos personales","Informar la imposición de sanciones",17045.71,,,Nacional,México,2015-11-09,2015-11-11,Ambos,"Aguascalientes * Baja California * Baja California Sur * Campeche * Chiapas * Chihuahua * Coahuila de Zaragoza * Colima * Distrito Federal * Durango * Guanajuato * Guerrero * Hidalgo * Jalisco * México * Michoacán de Ocampo * Morelos * Nayarit * Nuevo León * Oaxaca * Puebla * Querétaro * Quintana Roo * San Luis Potosí * Sinaloa * Sonora * Tabasco * Tamaulipas * Tlaxcala * Veracruz de Ignacio de la Llave * Yucatán * Zacatecas",,"13 - 65","AB Alta * C+ Media Alta * C Media * D+ Media Baja * D Baja",2016-211-198-1-22,2016-211-198-1-22,2016-211-198-1-22,"DIRECCIÓN GENERAL DE COMUNICACIÓN SOCIAL Y DIFUSIÓN",2017-05-04,2017-05-04,
